label,from,to
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n3,http://id.d4k.dk/dataset/canonical/n8
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n3,http://id.d4k.dk/dataset/canonical/n9
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n3,http://id.d4k.dk/dataset/canonical/n18
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n7,http://id.d4k.dk/dataset/canonical/n3
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n7,http://id.d4k.dk/dataset/canonical/n4
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n7,http://id.d4k.dk/dataset/canonical/n1
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n7,http://id.d4k.dk/dataset/canonical/n12
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n7,http://id.d4k.dk/dataset/canonical/n19
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n7,http://id.d4k.dk/dataset/canonical/n20
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n7,http://id.d4k.dk/dataset/canonical/n17
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n7,http://id.d4k.dk/dataset/canonical/n28
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n7,http://id.d4k.dk/dataset/canonical/n38
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n21,http://id.d4k.dk/dataset/canonical/n22
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n4,http://id.d4k.dk/dataset/canonical/n23
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n4,http://id.d4k.dk/dataset/canonical/n24
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n24,http://id.d4k.dk/dataset/canonical/n14
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n4,http://id.d4k.dk/dataset/canonical/n26
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n26,http://id.d4k.dk/dataset/canonical/n27
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n26,http://id.d4k.dk/dataset/canonical/n32
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n20,http://id.d4k.dk/dataset/canonical/n33
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n20,http://id.d4k.dk/dataset/canonical/n34
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n3
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n42
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n42,http://id.d4k.dk/dataset/canonical/n48
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n67
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n67,http://id.d4k.dk/dataset/canonical/n68
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n67,http://id.d4k.dk/dataset/canonical/n72
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n67,http://id.d4k.dk/dataset/canonical/n73
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n74,http://id.d4k.dk/dataset/canonical/n75
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n74,http://id.d4k.dk/dataset/canonical/n76
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n77
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n82
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n74
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n90
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n91
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n91,http://id.d4k.dk/dataset/canonical/n92
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n91,http://id.d4k.dk/dataset/canonical/n93
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n91,http://id.d4k.dk/dataset/canonical/n94
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n95,http://id.d4k.dk/dataset/canonical/n96
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n97
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n98
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n99
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n100
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n101
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n102
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n103
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n104
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n67,http://id.d4k.dk/dataset/canonical/n105
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n67,http://id.d4k.dk/dataset/canonical/n106
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n107,http://id.d4k.dk/dataset/canonical/n108
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n108,http://id.d4k.dk/dataset/canonical/n112
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n112,http://id.d4k.dk/dataset/canonical/n111
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n108,http://id.d4k.dk/dataset/canonical/n110
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n110,http://id.d4k.dk/dataset/canonical/n113
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n110,http://id.d4k.dk/dataset/canonical/n114
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n107,http://id.d4k.dk/dataset/canonical/n159
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n107,http://id.d4k.dk/dataset/canonical/n3
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n107,http://id.d4k.dk/dataset/canonical/n21
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n107,http://id.d4k.dk/dataset/canonical/n95
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n107,http://id.d4k.dk/dataset/canonical/n124
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n107,http://id.d4k.dk/dataset/canonical/n123
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n107,http://id.d4k.dk/dataset/canonical/n126
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n126,http://id.d4k.dk/dataset/canonical/n127
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n126,http://id.d4k.dk/dataset/canonical/n128
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n126,http://id.d4k.dk/dataset/canonical/n129
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n126,http://id.d4k.dk/dataset/canonical/n130
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n107,http://id.d4k.dk/dataset/canonical/n131
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n131,http://id.d4k.dk/dataset/canonical/n132
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n131,http://id.d4k.dk/dataset/canonical/n133
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n131,http://id.d4k.dk/dataset/canonical/n134
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n7,http://id.d4k.dk/dataset/canonical/n25
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n67,http://id.d4k.dk/dataset/canonical/n141
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n95
CONSISTS_OF,http://id.d4k.dk/dataset/canonical/n43,http://id.d4k.dk/dataset/canonical/n2
