"id:ID","name","uri"
"51118","coding","http://id.d4k.dk/dataset/bc_instance/weight/test/coding"
"51119","DATETIME","http://id.d4k.dk/dataset/bc_instance/weight/date_time/datetime"
"51120","quantity","http://id.d4k.dk/dataset/bc_instance/weight/result/quantity"
