label,from,to
IS_A,http://id.d4k.dk/dataset/canonical/n8,http://id.d4k.dk/dataset/hl7/fhir/datatypes#coding
IS_A,http://id.d4k.dk/dataset/canonical/n9,http://id.d4k.dk/dataset/hl7/fhir/datatypes#coding
IS_A,http://id.d4k.dk/dataset/canonical/n18,http://id.d4k.dk/dataset/hl7/fhir/datatypes#coding
label,from,to
IS_A,http://id.d4k.dk/dataset/canonical/n8,http://id.d4k.dk/dataset/hl7/fhir/datatypes#coding
IS_A,http://id.d4k.dk/dataset/canonical/n9,http://id.d4k.dk/dataset/hl7/fhir/datatypes#coding
IS_A,http://id.d4k.dk/dataset/canonical/n18,http://id.d4k.dk/dataset/hl7/fhir/datatypes#coding
