"id:ID","description","uri","url"
"1094","CDISC CT for cdash taken from the CDISC library API.","http://id.d4k.dk/dataset/source/cdisc/ct/cdash","https://api.library.cdisc.org/api/mdr/ct/packages/cdashct-2021-12-17"
