"id:ID","description","uri","url"
"1138","CDISC CT for protocol taken from the CDISC library API.","http://id.d4k.dk/dataset/source/cdisc/ct/protocol","https://api.library.cdisc.org/api/mdr/ct/packages/protocolct-2021-12-17"
