"id:ID","description","uri","url"
"1118","CDISC CT for define-xml taken from the CDISC library API.","http://id.d4k.dk/dataset/source/cdisc/ct/define-xml","https://api.library.cdisc.org/api/mdr/ct/packages/define-xmlct-2021-12-17"
