"id:ID","description","uri","url"
"1081","CDISC CT for adam taken from the CDISC library API.","http://id.d4k.dk/dataset/source/cdisc/ct/adam","https://api.library.cdisc.org/api/mdr/ct/packages/adamct-2021-12-17"
