"id:ID","uri","brief_title","official_title","PublicTitle","scientific_title","amendments"
"1380","http://id.d4k.dk/dataset/study/1/SPR_1","DDR","Targeting Agents in ABTC","DDR-Umbrella Study of DDR (DNA-Damage Response) Targeting Agents in Advanced Biliary Tract Cancer Umbrella ABTC Study","DDR-Umbrella Study of DNA-Damage Response Targeting Agents in Advanced Biliary Tract Cancer",""
