"id:ID","description","uri","url"
"1178","CDISC CT for send taken from the CDISC library API.","http://id.d4k.dk/dataset/source/cdisc/ct/send","https://api.library.cdisc.org/api/mdr/ct/packages/sendct-2021-12-17"
