"id:ID","uri","study_title","study_version","study_tag","study_status"
"1628","http://id.d4k.dk/dataset/study/1/S_1","Umbrella Study of DDR (DNA-Damage Response) Targeting Agents in Advanced Biliary Tract Cancer","???","???","???"
