"id:ID","description","uri","url"
"1130","CDISC CT for glossary taken from the CDISC library API.","http://id.d4k.dk/dataset/source/cdisc/ct/glossary","https://api.library.cdisc.org/api/mdr/ct/packages/glossaryct-2021-12-17"
