"id:ID","name","uri","value"
"1350","system","http://id.d4k.dk/dataset/bc_instance/weight/test/coding/system",""
"1351","version","http://id.d4k.dk/dataset/bc_instance/weight/test/coding/version",""
"1352","code","http://id.d4k.dk/dataset/bc_instance/weight/test/coding/code",""
"1353","display","http://id.d4k.dk/dataset/bc_instance/weight/test/coding/display",""
"1354","user_selected","http://id.d4k.dk/dataset/bc_instance/weight/test/coding/user_selected","False"
"1355","value","http://id.d4k.dk/dataset/bc_instance/weight/result/quantity/value",""
"1356","unit","http://id.d4k.dk/dataset/bc_instance/weight/result/quantity/unit",""
"1357","system","http://id.d4k.dk/dataset/bc_instance/weight/result/quantity/system",""
"1358","code","http://id.d4k.dk/dataset/bc_instance/weight/result/quantity/code",""
